SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,NumBars,NumBeats,EndOfFadeIn,Energy,Key,Loudness,Mode,NumSections,SegmentsLoudnessMax,SegmentsLoudnessMaxTime,NumSegments,SongHotness,StartOfFadeOut,NumTatums,Track7DigitalID,TrackID
77,b'SOWHYUG12A58A77FAB',413222,b'Your Funeral... My Trial (2009 Digital Remaster)',b'ARODBRG1187FB3FD99',,b'',,b'Nick Cave & The Bad Seeds',0,269.26975,9,0.052,144.603,4,0,b'She Fell Away (2009 Digital Remaster)',0,161,648,3.889,0,9,-11.751,0,9,-4.644,0.58585,952,nan,262.798,1296,4603984,b'TRAAGGE128F9325E2C'
78,b'SOYSTDI12A6D4F6500',80578,b'Oasis of Love',b'ARMBYRO1187FB57419',,b'',,b'Nadine Renee',0,249.41669,2,0.883,167.92,4,0.75,b'Next Time',0,169,681,0.647,0,2,-6.693,1,10,-1.475,0.56438,885,0.198785349,238.434,1362,852705,b'TRAAGHM128EF35CF8E'
79,b'SOOOROX12A6D4F8400',26902,"b60's Triple set""""",b'ARWY7I71187FB36C3D',40.71455,b'New York NY',-74.00712,b'Lesley Gore',0,136.48934,9,0.386,129.122,1,0,"bIt's My Party""""",1963,292,292,0.229,0,9,-9.091,1,8,-4.749,0.30723,477,nan,130.026,584,292256,b'TRAAGJV128F1464090'
80,b'SONSPZE12AB01819CE',633532,b'Yeah.  Well_ Anyway....',b'AR6Y22S1187B99906F',,b'',,b'Smartbomb',0,233.27302,0,0.53,132.022,4,0.782,b'Complicate It',2001,127,510,0.386,0,0,-2.658,1,8,-0.166,0.61687,775,0,231.178,1020,7031468,b'TRAAGKF128F932D5A2'
81,b'SOHWGFU12AB017B036',435830,b'Un Titre de Toune',b'ARI5P4N1187FB3F44D',,b'Minnesota',,b'Suburbs',0,187.24526,1,0.842,183.92,1,0.063,b'Monde De Fou',2005,549,549,0.107,0,1,-4.42,1,9,-1.534,0.22394,657,0.249065795,178.625,1099,4855196,b'TRAAGKQ128F92EAF39'
82,b'SOQQVQJ12AB0185192',495734,b'Live Inferno',b'ARYPWUK1187B98ACED',64.55653,b'Norway',12.66538,b'Emperor',0,72.61995,9,0,89.867,4,0.476,b'Opus a Satana (Part 2)',0,25,104,0,0,9,-11.051,0,6,-8.417,0.55664,192,nan,68.365,417,5488523,b'TRAAGKS128F9314884'
83,b'SODRHHD12AB0189F2A',664484,b'Vendredi 13 - 1981',b'ARW63KF1187B98AC48',46.71067,b'FR',1.71819,b'Julien Clerc',0,272.63955,2,0.633,119.896,5,0.921,b'This Melody (Live)',0,108,543,2.775,0,2,-9.97,1,15,-4.539,0.9766,903,nan,272.64,1086,7368035,b'TRAAGMJ12903CAD7D4'
84,b'SOQGFVO12A8C13C8C3',112851,b'Unconditional Love',b'AR8H87D1187FB3A841',34.03142,b'Delight AR',-93.50243,b'Glen Campbell',0,142.75873,1,0.62,137.29,4,0,"bI'm Gone This Time""""",0,78,316,0.218,0,1,-11.335,0,7,-5.507,0.42072,624,nan,135.546,632,1164868,b'TRAAGNL128F4299BF1'
85,b'SORABMD12A8C136672',200689,b'The Very Best Of',b'ARLWR721187B9A03C9',35.82213,b'Humboldt TN',-88.91599,b'T.G. Sheppard',0,194.11546,5,1,82.343,1,0.387,b'You Feel Good All Over',2002,259,259,0.089,0,5,-15.581,1,10,-8.636,0.53099,464,0.382723281,182.729,519,2185175,b'TRAAGOH128F42593CE'
86,b'SOTUBVH12AB018D2EC',682725,b'Country Lovers. Vol. 3',b'ARF4V431187FB3AA41',27.94653,b'Tampa FL',-82.45927,b'Slim Whitman',0,195.91791,3,0.883,91.487,4,0,b'Indian Love Call',1990,73,303,0.165,0,3,-11.98,1,9,-5.145,0.43043,557,nan,192.087,910,7576962,b'TRAAGPF12903CE027E'
87,b'SOMQAGT12A8C132DB4',287804,b'Affirmation',b'ARBGWMW1187B9AEA3E',,b'CA',,b'Savage Garden',0,118.33424,9,0,84.69,5,0.678,b'You Can Still Be Free',1999,27,167,0,0,9,-11.215,0,6,-3.983,1.85939,324,nan,118.334,499,3228951,b'TRAAGPH128F4273C8D'
88,b'SOKLLOH12A67020F2C',220917,b'Lullabies To Paralyze',b'AR6G4V01187B9AD086',,b'',,b'Queens Of The Stone Age',0,288.41751,2,0.08,115.606,4,0,b'I Never Came',2005,139,560,0.113,0,2,-8.165,1,11,-3.855,0.35989,1036,0.725121284,279.179,1119,2417203,b'TRAAGPJ128F428CD1B'
89,b'SONRLQH12AB017C232',629785,"bIt's War Again""""",b'ARVQ4QM1187B98AD95',33.52029,b'Birmingham AL',-86.8115,b'Hank Penny & The Lincoln Penny Orchestra',0,123.21914,7,0.278,126.523,1,0,b'Dixie',0,251,251,1.001,0,7,-12.69,0,5,-7.462,0.5901,448,nan,118.079,501,6990204,b'TRAAGUA128F93236E8'
90,b'SODDZAD12A6701DC4C',11305,b'The Singles',b'AR9AM2N1187B9AD2F1',53.4796,b'Manchester England',-2.24881,b'Inspiral Carpets',0,283.76771,2,0.823,113.677,4,1,b'Commercial Reign',1990,132,531,0,0,2,-8.7,1,12,-6.132,1.62204,847,0.665172241,271.83,1062,116001,b'TRAAGVF128E0789785'
91,b'SORENXV12A6701F61F',4967,b'What You Thought You Heard',b'AR9XEVF1187B99D017',,b'',,b'Borialis',0,239.3073,2,0.569,86.938,4,0.222,b'Hourglass',0,80,331,0.182,0,2,-5.758,1,8,-2.313,0.72412,865,0.554654767,220.264,1326,51416,b'TRAAGVM128E0784D95'
92,b'SOYMMDY12AB01825B2',325335,"bDaddy Don't Disco""""",b'ARCFOZ71187FB43A0D',,b'',,b'The Dirty Skirts',0,206.75873,0,0.613,141.936,4,0.634,b'Wake',0,117,470,0.096,0,0,-4.907,1,7,-2.092,0.53017,661,0.304169503,193.115,939,3662845,b'TRAAGXN128F92DE52C'
93,b'SOJWQIP12A6D4F710A',82932,b'15 Exitos Vol. 2 Flor Silvestre',b'ARHFEBO11F50C4825A',,b'',,b'Flor Silvestre',0,134.81751,11,0.847,106.049,1,0,b'Caricia Y Herida',0,233,233,0,0,11,-8.133,1,8,-2.202,0.33569,543,nan,130.723,466,870018,b'TRAAGZU128EF360F47'
94,b'SOOVOKS12AB017EE57',401583,b'Le top du p\xc3\xa8re N\xc3\xb6el',b'AR107SB1187B9A79F9',,b'B\xc3\xa9zu comme Superdupont ne connait qu&#039;un pays : la France !',,b'B\xc3\xa9zu',0,285.64853,8,0.508,126.88,4,0,b'Le tortillard',0,148,595,0.397,0,8,-9.093,1,8,-5.249,0.38283,1254,nan,274.727,1191,4463774,b'TRAAHDH128F93094B6'
95,b'SORWHWY12A6702038E',8552,b'Malpractice',b'ARXWAQQ1187B9AE954',,b'Newark NJ',,b'Redman',0,124.18567,1,0.074,85.008,5,1,b'WKYA (drop)',2001,29,177,0,0,1,-10.296,0,7,-4.367,0.33176,567,0.57010593,121.005,533,86269,b'TRAAHEG128E07861C3'
96,b'SOGYYLE12A8C13E5EA',217058,b'20 Suosikkia / Rilluttele y\xc3\xb6',b'ARL6XZC1187FB3936E',,b'',,b'Solistiyhtye Suomi',0,134.08608,4,0.718,133.699,1,0,b'Ter\xc3\xa4slintu',0,295,295,4.441,0,4,-12.839,0,4,-7.758,0.30164,539,nan,130.38,590,2363661,b'TRAAHEH128F427FCEF'
97,b'SOITUXQ12AB0183AE9',489673,b'The Fabulous Eddie Cantor',b'ARSDSMG1187B98CB59',40.71455,b'New York NY',-74.00712,b'Eddie Cantor',0,155.61098,11,0.599,118.975,1,0.003,"bNow's The Time To Fall In Love""""",0,298,298,0.154,0,11,-13.71,1,7,-7.264,0.35847,521,nan,150.75,596,5426684,b'TRAAHEQ128F93057B4'
98,b'SOTWEZZ12A8C142B60',475992,b'Grim Prospects Remixes - Grim Prospects Will Never End',b'AR3WMW01187B9921F7',,b'',,b'Schizoid',0,275.40853,9,0.376,102.408,4,0.395,b'Grim Prospects (Gross Prospects - Bad Trip Remix)',0,116,466,0,0,9,-2.119,1,9,2.92,1.01959,915,nan,272.556,932,5285106,b'TRAAHER128F92E3FE9'
99,b'SOUVRGZ12A58A77F90',495041,b'The Incredible Kai Winding Trombones',b'AR3C3C01187B98E800',56.153,b'Aarhus Denmark',10.20452,b'Kai Winding',0,223.4771,0,0,112.006,4,0.844,b'Mangos',1961,102,413,0.291,0,0,-14.438,1,9,-7.744,0.30685,809,0,220.026,825,5481094,b'TRAAHJX128F9312B83'
100,b'SOBLTSM12A6D4F9EEA',225610,b'Staying on the Watch',b'ARDD9UN1187B98D3A7',31.84666,b'Sicily Island LA',-91.657,b'Sonny Simmons',0,443.24526,1,0,45.527,4,0,b'A Distant Voice',0,51,336,0.23,0,1,-13.002,1,20,-4.782,6.64179,639,0.270775999,430.736,1344,2468314,b'TRAAHKE128F421389B'
101,b'SOUQVUD12A8C142DCE',473710,b'Openbare Weg',b'ARJGNV61187B98F3B5',,b'Tallahassee FL',,b'Mira',0,177.81506,4,0.695,85.621,4,0.612,b'Openbare Weg',2006,60,245,0.554,0,4,-12.004,1,8,-4.196,0.46149,514,nan,167.48,490,5262298,b'TRAAHMO128F92DE7C9'
102,b'SOCRPDR12AB0185B75',710902,b'Tip World Singles 2000',b'ARSVI4L1187B996181',,b'',,b'Citizen Kaned',0,385.33179,8,0.822,108.061,4,1,b'President Johnson',2000,172,691,3.048,0,8,-8.37,0,16,-2.556,0.50615,1859,nan,382.647,2765,7884742,b'TRAAHPZ12903CB4643'
103,b'SOXVBVL12AF72A600C',341940,b'Praise Him...Live!',b'ARVJ0JK1187B98C9C0',,b'',,b'The Brooklyn Tabernacle Choir',0,324.44036,7,0.558,216.195,5,1,b'Lead Me Lord',1995,231,1159,0,0,7,-11.829,1,12,-5.82,2.09921,597,0.405115722,312.239,1159,3826845,b'TRAAHRF128F92FE234'
104,b'SOIQHDR12AB01896C8',766444,b'Spontanous Combustion',b'AR4PCIG1187B98D07D',36.16778,b'Nashville TN',-86.77836,b'Ellen McIlwaine',0,275.12118,7,0.699,132.428,4,0.281,b'Spontanous Combustion',0,148,597,0.34,0,7,-6.29,1,8,-2.15,0.51322,978,0.242741879,272.933,1194,8486209,b'TRAAHTH12903CCFFE1'
105,b'SODLSHA12AAF3B29F2',432406,b'From All Sides',b'AR1RHCO1187B9AF0BF',37.77916,b'San Francisco CA',-122.42005,b'Vince Guaraldi / Bola Sete',0,294.66077,5,0.238,168.307,4,0,b'Choro',0,205,823,0.864,0,5,-15.761,0,16,-7.114,0.21224,1271,0.386790177,282.564,1646,4819514,b'TRAAHVY128F92E25D6'
106,b'SOAGHMH12AB0180285',546663,b'Maurice Chevalier  The Essential Collection Vol 1',b'AR1X2H01187B98CCF2',,b'Menilmontant France',,b'Maurice Chevalier',0,193.20118,0,0.371,140.956,7,0.866,b'Ma Louise',0,63,447,0.497,0,0,-27.433,1,11,-21.408,0.52474,617,nan,190.003,893,6046214,b'TRAAHXN128F9326097'
107,b'SORAVUP12AB018556E',548374,b'Dave Pearce Best of the Dance Years 1988 - 1992',b'ARBQBZV1187B99D29E',,b'',,b'Carl Cox Vs Yousef',0,357.82485,1,0.485,130.016,5,1,b'I Want You (Forever)',1991,154,772,0.131,0,1,-5.701,1,9,-1.923,0.44568,2165,0.511254835,353.785,1544,6063570,b'TRAAHYV128F932A425'
108,b'SOFXNQP12AB0184F1A',704183,b'The Equinox',b'AR9ODB41187FB459B2',,b'SPRINGFIELD Virginia',,b'Organized Konfusion',0,198.3473,11,0.306,175.769,4,0.7,b'Hate',1997,144,580,0.201,0,11,-8.709,0,6,-3.11,0.45548,853,0.460484845,182.184,1160,7810785,b'TRAAHZP12903CA25F4'
109,b'SOGQTRZ12A8C13C8B0',307618,b'Timeless',b'ARF3GX71187FB3EB66',,b'Medicine Lodge KS',,b'Martina McBride',0,261.95546,7,0.96,100.194,3,1,"bI Can't Stop Loving You""""",2005,140,427,0,0,7,-13.627,1,14,-7.235,0.55538,659,0.488289876,253.452,854,3464362,b'TRAAIAE128F42AC53D'
110,b'SOBHVZQ12AC9618285',784530,b'Feel Good All Over: Anthology 1970-1976',b'AR3PN3R1187FB4CEBD',18.01571,b'Kingston Jamaica',-76.79731,b'Horace Andy',0,176.27383,2,0.171,151.911,4,0.231,b'Thank You Lord',1985,109,439,0.183,0,2,-11.479,1,8,-7.222,0.48027,749,nan,166.911,878,8679507,b'TRAAIAN12903CFF16D'
111,b'SOYPBCY12AB0181EF3',534470,b'13th And Pine',b'ARYWCFZ11E2835CFDD',,b'',,b'Nazz',0,220.89098,9,0.606,119.691,4,0.491,b'How Can You Call That Beautiful (Stewkey Vocal)',0,107,434,0,0,9,-6.302,1,11,-2.517,0.75737,600,nan,213.107,868,5909826,b'TRAAIAX128F930531B'
112,b'SOWRLSY12AC4687694',599659,b'Call Tyrone',b'ARUT16P1187FB532A4',33.39847,b'Greenville MS',-91.03786,b'Tyrone Davis',0,235.91138,10,0.46,161.976,4,0.696,"bCheatin' In The Next Room""""",0,156,628,0.322,0,10,-10.466,1,9,-4.752,0.28281,848,nan,219.725,1255,6654204,b'TRAAIBB12903CECB35'
113,b'SOOGQWR12A8C142505',372122,b'Final Vinyl',b'AREOGMA1187B9908EF',37.77916,b'San Francisco CA',-122.42005,b'Hot Tuna',0,239.59465,0,0.601,172.398,1,0,b'Candy Man',1971,680,680,0.31,0,0,-9.275,1,12,-4.86,0.39295,924,nan,231.3,1359,4141634,b'TRAAIDY128F92CA454'
114,b'SOJDYQY12AB0188C97',577023,b'Fifteen Poems By Dylan Thomas',b'AR4ABL21187FB3913A',40.99471,b'Pennsylvania',-77.60454,b'Richard Burton',0,171.49342,2,0.45,109.823,3,0.659,b'I See The Boys Of Summer',0,99,313,0.085,0,2,-37.398,1,8,-27.372,0.56303,604,0,165.216,627,6406022,b'TRAAIFG12903CB0BCB'
115,b'SOBHQUF12AB018B03E',572855,b'The Early Tapes 1975-1976',b'AR8YV1I1187FB45D2B',40.71455,b'New York NY',-74.00712,b'Rory Block',0,266.05669,1,0.936,90.101,1,0,b'Three Is a Crowd',0,392,392,0.23,0,1,-13.836,1,11,-7.634,0.64562,799,0,256.064,784,6349010,b'TRAAIGD12903CA2F3C'
116,b'SOFRAZJ12A8C143CDB',523481,b'Legacy',b'ARR9XGB1187B9912E6',,b'Philadelphia PA',,b'Boyz II Men',0,329.27302,8,0.497,116.473,4,1,b'On Bended Knee',1994,155,631,0.45,0,8,-7.103,1,15,-1.712,0.51044,1023,0.345802234,322.101,1262,5784762,b'TRAAIHL128F92E6DDA'
117,b'SONNDHT12A8C13F20B',219943,b'Louie Bluie Film Soundtrack',b'ARBKUS51187B98A3AC',35.4948,b'Dayton TN',-85.01235,b'Howard Armstrong',0,198.922,9,0,126.821,4,0,b'My Four Reasons',0,103,415,0.228,0,9,-13.495,0,8,-5.076,0.3475,856,0.333554807,190.705,830,2400403,b'TRAAIIE128F4288BB1'
118,b'SOYZOXW12A8C13E195',266932,b'Donny Hathaway',b'ARTB5PP1187FB523B7',41.88415,b'Chicago IL',-87.63241,b'Donny Hathaway',0,283.21914,2,0.499,111.191,3,0.851,b'Little Girl (LP Version)',1971,172,523,0.258,0,2,-15.144,1,17,-6.399,0.59689,759,0.617365618,277.467,1046,2930653,b'TRAAIII128F427D5D8'
119,b'SOSGJTX12AB0181F7C',514801,b'Canciones De Amor De Miguel Gallardo',b'ARXFQDY1187B9AAF1E',,b'',,b'Miguel Gallardo',0,238.68036,5,0.458,125.508,4,0.462,b'Eternamente Amame',0,122,493,0.386,0,5,-12.991,1,10,-8.48,2.24731,776,nan,230.742,987,5700867,b'TRAAILM128F93480BB'
120,b'SOBQBWP12AB018611B',421962,b'Irfan_ le h\xc3\xa9ros',b'ARVEJ9M1187FB4DC44',,b'',,b'Les Ogres De Barback',0,254.06649,4,0.446,137.888,1,0,b'Niev nietch nievitch',1999,589,589,0.43,0,4,-6.01,0,11,-1.506,0.56127,1249,0.394394856,249.562,1179,4703082,b'TRAAINT128F933BBE0'
121,b'SODULLV12AB017FA09',502384,b'What up Detroit',b'ARTHEAP122BCFCD0B2',,b'',,b'DJ X-Change featuring DJ Joey A',0,184.31955,6,0,150.012,4,0,b'Come Over',0,111,448,0.798,0,6,-5.58,0,8,-1.404,0.34209,859,nan,178.503,895,5562001,b'TRAAIRG128F93265E8'
122,b'SOYAGJM12A8C13DCCE',254792,b'Peterbilt Angel',b'ARQESNI1187FB511EE',38.8991,b'Washington DC',-77.029,b'Morel',0,311.40526,10,0.685,108.367,4,0.36,b'Blue Taxi',0,139,561,0,0,10,-4.313,1,14,-0.914,0.43333,1271,nan,300.118,1121,2942130,b'TRAAIXN128F428027A'
123,b'SORXUZZ12A8AE4798A',138320,b'Homemade Ice-Cream',b'ARCZ20M1187FB49687',32.77942,b'Goodwill LA',-91.56123,b'Tony Joe White',0,162.53342,2,0.243,173.482,4,0.804,b'I Want Love (Tween You & Me) (Album Version)',0,115,463,0.524,0,2,-17.285,1,7,-10.304,0.34149,610,0.374796837,151.551,925,1435942,b'TRAAIXU128F4241E5C'
124,b'SOCHXAE12AF72A25D6',722546,b'White Feather',b'ARDF8K01187FB37200',,b'Sydney Australia',,b'Wolfmother',0,212.37506,4,0.372,110.745,4,1,b'White Feather',2009,96,390,0.868,0,4,-5.931,0,10,-2.478,0.55806,1039,nan,209.438,1558,8009167,b'TRAAIYR12903CD290D'
125,b'SOCRHCQ12A58A7C8C6',46647,b'Can We Go Home Now',b'AR11NP91187B9901B4',,b'New York City',,b'The Roches',0,338.33751,2,0.626,130.027,4,0.509,b'Christlike Roche',1995,179,728,0,0,2,-14.248,0,19,-7.486,1.17988,783,0.265861049,328.986,728,498504,b'TRAAJAC128F148B530'
126,b'SOSEJIQ12AB017E7EB',547104,b'In North Carolina',b'ARBZAIL1187FB5B1C8',42.31256,b'Boston MA',-71.08868,b'Bob Margolin',0,126.51057,11,0.228,110.168,4,0.92,b'You Rascal You',0,55,225,0,0,11,-12.651,1,7,-5.436,0.26044,573,0.233796474,121.702,449,6049137,b'TRAAJBU128F9326C02'
127,b'SOMXWXQ12AC3DFA002',683402,b'Wintertime',b'ARWXHRS1241B9C7A1E',,b'',,b'Thomas Battenstein',0,205.58322,9,0.825,97.976,3,1,b'Sympathy',0,103,316,0.612,0,9,-16.056,0,10,-7.231,0.33906,505,nan,182.323,633,7586578,b'TRAAJBU12903CE2831'
128,b'SOGMXBW12A6D4FB8D7',128198,b'Electropop',b'ARV1P811187FB3CFC6',,b'',,b'Jupiter Rising',0,193.4624,0,0.373,119.979,4,1,b'They Say (Album)',2007,92,371,2.717,0,0,-5.913,0,3,-2.415,0.89117,690,0.215080319,184.274,742,1323612,b'TRAAJEK128F422F55A'
129,b'SOOPUTF12AB018DFAA',818344,b'DUMB: 4-track cassette recordings (1987)',b'ARIU0MA1187B98D36F',,b'',,b'Dharma Bums',0,127.4771,6,0.81,156.968,1,0,"bSimon's Folly""""",0,322,322,2.148,0,6,-5.541,1,8,-2.738,0.74585,485,nan,118.195,644,9041091,b'TRAAJEK12903CE351A'
130,b'SOFDTRZ12AB018DD11',762520,b'The Hit List',b'ARB4D891187B9954F7',,b'',,b'Saafir',0,234.762,5,0.172,188.886,4,1,b'Crawl Before You Ball (Album Version)',1999,184,738,0.101,0,5,-6.019,1,12,-1.982,0.40924,1089,nan,227.84,1476,8441506,b'TRAAJJA12903CC518A'
131,b'SOOGNJP12A8C1381AD',293668,b'Underneath',b'ARQOC971187B9910FA',42.73383,b'Lansing MI',-84.59334,b'The Verve Pipe',0,292.8322,9,0.295,133.306,4,0.338,b'Medicate Myself',2001,158,636,3.344,0,9,-4.953,1,11,-1.048,0.73703,792,0.466304831,273.589,1271,3299591,b'TRAAJJG128F4284B27'
132,b'SOFUBCP12A8C13D5EF',117983,b'99 Monkeys',b'AR19SOA1187B98F6E6',40.71455,b'New York',-74.00712,b'Bob Neuwirth',0,241.10975,4,0.965,152.267,3,1,b'Biding Her Time',1990,200,603,2.659,0,4,-18.114,1,12,-6.527,0.83656,603,0.480610618,230.429,603,1213907,b'TRAAJJV128F42A2F99'
133,b'SOVZBDR12A6702012E',6949,b'Nothing Else Matters',b'ARTDBI61187FB48479',42.99671,b'Grand Rapids MI',-85.59012,b'Marvin Sapp',0,270.68036,1,0.33,166.275,4,0.845,b'More And More  (LP Version)',0,186,748,0.334,0,1,-11.061,1,14,-6.64,0.37526,1230,0.26568338,267.906,748,70495,b'TRAAJMH128E0785407'
134,b'SOPWKSS12AC468E659',735425,b'A Tribute to The American Horse',b'ARSE6YI1187B9B9CD2',30.2676,b'Austin',-97.74298,b'James Hunter',0,188.73424,2,0.862,114.971,4,0,b'Cowboy Ways',0,87,350,0,0,2,-7.04,1,10,-1.609,0.31307,641,nan,178.463,699,8148155,b'TRAAJNM12903CF4750'
135,b'SOCCQIQ12A8C13C76B',158078,b'Mis Momentos',b'AR6C8EJ1187FB3F473',,b' Ub\xc3\xa1 Minas Gerais',,b'Nelson Ned',0,211.80036,9,0.519,144.651,4,0.142,b'Brasas Vivas',0,123,497,0.175,0,9,-15.358,0,11,-10.423,0.62269,622,nan,202.443,993,1665442,b'TRAAJSX128F4275A1D'
136,b'SODBMZD12A8C134232',199953,b'Mish Mash_ Le Blues European: Musique Slave Et Klezmer',b'AROI96Z1187B9A5304',,b'',,b'Mish Mash',0,254.32771,2,0.64,152.005,1,0.605,b'Kolomeyke',0,635,635,0,0,2,-11.213,1,18,-2.933,0.42221,1106,nan,249.858,1270,2176183,b'TRAAJVJ128F42570AD'
137,b'SOBUWPY12A8C1446C0',329135,b'In this Life',b'ARIOSKN1257509BCE1',,b'',,b'Cama',0,210.36363,1,0.645,155.074,1,0,b'In This Life',2009,525,525,0.364,0,1,-5.904,0,12,-1.748,0.27524,786,nan,201.497,1051,3700216,b'TRAAJXQ128F92E65BF'
138,b'SORWXUP12A58A79E65',276924,b'Best Of Maxi Priest',b'ARI0PUX1187FB3F215',54.31392,b'Great Britain / UK',-2.23218,b'Maxi Priest',0,301.81832,10,0.683,61.971,1,0.397,"bGroovin' In The Midnight""""",1991,309,309,2.566,0,10,-8.095,0,8,-2.558,1.18809,1410,0.345802234,289.332,1853,3086493,b'TRAAJYX128F4255568'
139,b'SOJEVZW12A8C133988',193554,b'Signify (Special Edition)',b'ARYO9BU1187B9ADA88',,b'',,b'Porcupine Tree',0,416.80934,6,0.644,124.04,5,0.82,b'Waiting',1997,169,847,0,0,6,-7.982,0,14,-2.323,0.53637,1441,0.82517354,396.533,2541,2104624,b'TRAAKAS128F4246013'
140,b'SOOODKC12AB018462F',409813,b'Bravo Alayki Rare recording',b'ARZ507V1187FB4425E',,b'',,b'Ragheb Alama',0,413.36118,7,0.056,191.196,4,0,"bA'chek Ouyounik (2009 Digital Remaster)""""",0,325,1304,0,0,7,-8.804,0,22,-3.661,0.28912,1858,0,408.503,2608,4557410,b'TRAAKAV128F931BE25'
141,b'SODOLVO12B0B80B2F4',440990,b'In Your Honor',b'AR6XPWV1187B9ADAEB',,b'Seattle WA',,b'Foo Fighters',0,117.002,7,0.458,152.127,4,0.651,b'Hell',2005,72,292,0,0,7,-5.699,1,5,-2.283,0.78401,347,nan,114.712,584,4918908,b'TRAAKDF128F92FA302'
142,b'SOEHWGF12A6D4F8B2B',302176,b'Essential R&B Hit Selection',b'AR6PJ8R1187FB5AD70',,b'Barranquilla Colombia',,b'Shakira Featuring Wyclef Jean',0,217.36444,10,0.805,100.023,4,0.937,"bHips Don't Lie (featuring Wyclef Jean)""""",0,89,358,0.224,0,10,-5.152,0,12,-1.18,0.24813,993,0.73738531,212.161,1431,3416528,b'TRAAKDG128F42A0ECB'
143,b'SOOZLTC12A6D4FBE91',124344,b'20 Suosikkia / Rautalankaklassikot / Kolme kitaraa',b'AR4CG3B1187FB5B861',,b'California - SF',,b'The Avengers',0,122.72281,10,0,192.688,4,0.671,b'Juoksuhauta-twist (El\xc3\xa4m\xc3\xa4 juoksuhaudoissa)',0,93,374,4.418,0,10,-9.965,1,6,-6.815,0.51066,385,nan,117.034,749,1283383,b'TRAAKJJ128F4228346'
144,b'SOOSYMY12AB01888CD',762519,b'Talk To Your Daughter',b'AR7BMMV1187FB5B2D7',39.15093,b'Ukiah CA',-123.2079,b'Robben Ford',0,203.98975,11,0.236,154.322,4,0,b'I Got Over It (Album Version)',1988,126,509,0.161,0,11,-11.976,0,9,-7.653,0.24997,726,0.47212112,182.921,1019,8441520,b'TRAAKNS12903CC5198'
145,b'SOPBKEB12A6D4FD777',177029,b'American Songbook - Bacharach',b'AREYIHC1187B99CE0B',,b'',,b'Brazilian Tropical Orchestra',0,192.44363,5,0.084,236.006,4,0.761,b'One Less Bell To Answer',0,187,753,0.485,0,5,-10.229,1,10,-4.604,0.88643,453,0,178.66,753,1908685,b'TRAAKQS128F4224DE1'
146,b'SOEWQYW12AB0183FDE',517150,b'Nha Vit\xc3\xb3ria',b'AREEMIN11F4C848971',52.1082,b'Netherlands',5.32986,b'Gil Semedo',0,285.36118,11,0.321,150.666,5,1,b'Festa',0,141,710,0,0,11,-6.284,1,11,-1.727,0.33106,1384,0.392008771,274.715,2130,5724589,b'TRAAKSB128F934D73A'
147,b'SOFBQIA12AB0182219',512234,b'Gira Me Ver\xc3\xa1s Volver',b'ARBJSO81187B9BA09B',,b'',,b'Soda Stereo',0,225.12281,11,0,175.421,1,0,b'Te Hacen Falta Vitaminas',1984,637,637,0,0,11,-3.818,0,5,-1.095,3.5069,702,nan,203.593,1274,5683636,b'TRAAKTK128F9343DCC'
148,b'SOHDDHR12AB0183552',517488,b'Scarcity',b'ARBGJLS11F4C83D4B9',,b'',,b'Xmilk',0,123.66322,9,0.138,104.153,4,0.072,b'Sense And Trick',0,51,215,0,0,9,-4.633,0,3,-2.271,0.56567,429,nan,119.705,429,5728529,b'TRAAKVA128F934E69E'
149,b'SONWQQX12AC3DF6762',776019,b'Fire',b'ARVNDLR1187B99CA1B',35.30914,b'Oklahoma',-98.52102,b'Dolce; Oscar G.',0,525.16526,11,0.386,127.278,4,0.22,b'Fire (Oscar G Space Vocal Mix)',0,273,1094,0.148,0,11,-5.602,0,18,-1.3,0.26283,2561,nan,513.724,2187,8585946,b'TRAAKVD12903CE8474'
150,b'SOGXFIF12A58A78CC4',696947,b'Hanging On (Premiere Performance Plus Track)',b'AR5LZJD1187FB4C5E5',35.66693,b' NC',-80.46935,b'Britt Nicole',0,204.06812,6,0.606,160.165,4,1,b'Hanging On (Medium Key Performance Track Without Background Vocals)',0,128,517,0.415,0,6,-5.157,1,11,-0.457,0.34102,723,0.236420182,193.562,1034,7737580,b'TRAAKVZ12903D074BB'
151,b'SOIPNSZ12A8C144128',477268,b'Grim Prospects Remixes - Prospects Are Getting Grimmer',b'AR3WMW01187B9921F7',,b'',,b'Schizoid',0,166.00771,5,0.441,86.091,3,1,b'Grim Prospects (Version 2 Remix)',0,72,235,0,0,5,-1.925,1,6,0.73,1.2361,479,nan,162.366,469,5298334,b'TRAAKXN128F92E71B1'
152,b'SOEXSIN12A8C133B0A',281713,b'Snowflakes',b'ARAEX7Y1187FB42D36',,b'Severn MD',,b'Toni Braxton Featuring Shaggy',0,219.01016,0,0.782,149.94,4,0.128,b'Christmas In Jamaica',2001,135,542,0.235,0,0,-5.21,1,12,-0.492,0.22211,854,nan,203.233,1085,3155381,b'TRAALCM128F4264370'
